"id","download_timestamp","api_timestamp","gtfs_version","incrementality","alert_id","effect","active_start","active_end","status","header_cat","header_es","header_en","description_cat","description_es","description_en","url_cat","url_es","url_en","created_at","updated_at"
689,2025-10-15 09:08:04.006 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"193614",DETOUR,2025-09-17 12:00:00.000 +0200,2025-11-06 20:00:00.000 +0100,ACTIVE,Desviament provisional al carrer dels Arbres afectant parades,Desvío provisional en la calle dels Arbres afectando paradas,Desviament provisional al carrer dels Arbres afectant parades,"A partir del 17 de setembre de 2025 i fins al 6 de novembre de 2025 els dilluns, dimecres i divendres des de les 08:00 i fins a les 18:00 hores aproximadament, es modifica el recorregut habitual al carrer dels Arbres de Badalona amb l’anul·lació provisional de la parada afectada. Parades alternatives: - 104386 Pl. Alcalde Xifré - 100795 Martí Pujol - Mercat Maignon  La línia serà desviada tal com s'indica en el plànol següent: ","A partir del 17 de septiembre de 2025 y hasta el 6 de noviembre de 2025 los lunes, miércoles y viernes desde las 08:00 y hasta las 18:00 horas aproximadamente, se modifca el recorrido habitual en la calle Arbres de Badalona con la anulación provisional de la parada afectada. Paradas alternativas: - 104386 Pl. Alcalde Xifré  - 100795 Martí Pujol - Mercat Maignon La línea será desviada tal como se indica en el plano siguiente:   ","A partir del 17 de setembre de 2025 i fins al 6 de novembre de 2025 els dilluns, dimecres i divendres des de les 08:00 i fins a les 18:00 hores aproximadament, es modifica el recorregut habitual al carrer dels Arbres de Badalona amb l’anul·lació provisional de la parada afectada. Parades alternatives: - 104386 Pl. Alcalde Xifré - 100795 Martí Pujol - Mercat Maignon  La línia serà desviada tal com s'indica en el plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25829&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25829&idioma=1,2025-10-15 09:08:04.006 +0200,2025-10-15 09:19:03.964 +0200
692,2025-10-15 09:08:04.059 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"193620",DETOUR,2025-02-26 16:00:00.000 +0100,2030-02-27 01:58:00.000 +0100,ACTIVE,Desviament provisional al carrer Cadis afectant parades,Desvío provisional en la calle Cadis afectando paradas,Desviament provisional al carrer Cadis afectant parades,"El dimecres 26 de febrer de 2025 i fins nou avís, es modifica el recorregut habitual al carrer Cadis de Sant Vicenç dels Horts amb l’anul·lació provisional de les parades afectades. La línia serà desviada tal i com s'indica al plànol següent: ","El miércoles 26 de febrero de 2025 y hasta nuevo aviso, se modifica el recorrido habitual en la calle Cadis de Sant Vicenç dels Horts con anulación provisional de las paradas afectadas. La linea será desviada tal y como se indica en el siguiente plano: ","El dimecres 26 de febrer de 2025 i fins nou avís, es modifica el recorregut habitual al carrer Cadis de Sant Vicenç dels Horts amb l’anul·lació provisional de les parades afectades. La línia serà desviada tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24747&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24747&idioma=1,2025-10-15 09:08:04.059 +0200,2025-10-15 09:19:04.000 +0200
695,2025-10-15 09:08:04.117 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"193623",DETOUR,2024-06-10 04:00:00.000 +0200,2025-10-31 09:00:00.000 +0100,ACTIVE,Desviament provisional a l'avinguda Generalitat afectant parades,Desvío provisional en la avenida Generalitat afectando paradas,Desviament provisional a l'avinguda Generalitat afectant parades,"A partir de dilluns 10 de juny de 2024 i fins a nou avís, es modifica el recorregut habitual a l'avinguda Generalitat de Santa Coloma de Gramenet amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 105957 Metro Can Peixauet - 105958 Metro Can Peixauet  - 112476 Pg. Salzereda  La línia serà desviada tal i com s'indica al plànol següent:     ","A partir del lunes 10 de junio de 2024 y hasta nuevo aviso, se modifica el recorrido habitual en la avenida Generalitat de Santa Coloma de Gramenet con la anulación provisional de las paradas afectadas. Paradas alternativas: - 105957 Metro Can Peixauet - 105958 Metro Can Peixauet  - 112476 Pg. Salzereda  La linea será desviada tal y como se indica en el siguiente plano:   ","A partir de dilluns 10 de juny de 2024 i fins a nou avís, es modifica el recorregut habitual a l'avinguda Generalitat de Santa Coloma de Gramenet amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 105957 Metro Can Peixauet - 105958 Metro Can Peixauet  - 112476 Pg. Salzereda  La línia serà desviada tal i com s'indica al plànol següent:     ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=23171&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=23171&idioma=1,2025-10-15 09:08:04.117 +0200,2025-10-15 09:19:04.037 +0200
698,2025-10-15 09:08:04.203 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"193626",DETOUR,2020-12-05 11:00:00.000 +0100,2029-12-31 02:00:00.000 +0100,ACTIVE,Modificació provisional els caps de setmana i festiu del recorregut al carrer de Francesc Layret afectant parades ,Modificación provisional el fin de semana y festivo del recorrido en la calle Francesc Layret afectando paradas,Modificació provisional els caps de setmana i festiu del recorregut al carrer de Francesc Layret afectant parades ,"A partir del dissabte 5 de desembre de 2020, es modifica el recorregut habitual al carrer Francesc Layret, des de les 9:00 i fins a les 23:59 aproximadament, tots els dissabtes, diumenges i festius, amb l'anul·lació provisional de les parades afectades.  Parades alternatives: - 100800 Martí Pujol - Metro Badalona Pompeu Fabra - 100793 Martí Pujol - Quinta Elvira - 110713 Sant Josep i de Rosés - Quintana Alta - 110714 Sant Josep i de Rosés - Sant Felip i de Rosés - 101026 CAP Dr. Robert Les línies seran desviades tal i com s'indica en el plànol següent:  ","A partir del sábado 5 de diciembre de 2020, se modifica el recorrido habitual en la calle Francesc Layret, desde las 9:00 y hasta las 23:59 aproximadamente, todos los sábados, domingos y festivos, con la anulación provisional de las paradas afectadas.  Paradas alternativas: - 100800 Martí Pujol - Metro Badalona Pompeu Fabra - 100793 Martí Pujol - Quinta Elvira - 110713 Sant Josep i de Rosés - Quintana Alta - 110714 Sant Josep i de Rosés - Sant Felip i de Rosés - 101026 CAP Dr. Robert Las líneas serán desviadas tal y como se indica en el mapa siguiente: ","A partir del dissabte 5 de desembre de 2020, es modifica el recorregut habitual al carrer Francesc Layret, des de les 9:00 i fins a les 23:59 aproximadament, tots els dissabtes, diumenges i festius, amb l'anul·lació provisional de les parades afectades.  Parades alternatives: - 100800 Martí Pujol - Metro Badalona Pompeu Fabra - 100793 Martí Pujol - Quinta Elvira - 110713 Sant Josep i de Rosés - Quintana Alta - 110714 Sant Josep i de Rosés - Sant Felip i de Rosés - 101026 CAP Dr. Robert Les línies seran desviades tal i com s'indica en el plànol següent:  ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=14397&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=14397&idioma=1,2025-10-15 09:08:04.203 +0200,2025-10-15 09:19:04.073 +0200
736,2025-10-15 09:08:05.025 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209761",DETOUR,2025-09-10 09:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer de Bonaventura Calopa afectant parades,Desvío provisional a la calle Bonaventura Calopa afectando paradas,Desviament provisional al carrer de Bonaventura Calopa afectant parades,"A partir de dimecres 10 de setembre i fins nou avís, es modifica el recorregut habitual al carrer de Bonaventura Calopa de Sant Boi de Llobregat amb l'anul·lació provisional de les parades afectades.  La línia serà desviada tal com s'indica en el plànol següent: ","A partir del miércoles 10 de septiembre y hasta nuevo aviso, se modifica el recorrido habitual en la calle Bonaventura Calopa de San Boi de Llobregat con la anulación provisional de los puestos afectados.  La línea será desviada tal y como se indica en el plano siguiente: ","A partir de dimecres 10 de setembre i fins nou avís, es modifica el recorregut habitual al carrer de Bonaventura Calopa de Sant Boi de Llobregat amb l'anul·lació provisional de les parades afectades.  La línia serà desviada tal com s'indica en el plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25810&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25810&idioma=1,2025-10-15 09:08:05.025 +0200,2025-10-15 09:19:04.539 +0200
700,2025-10-15 09:08:04.299 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209812",OTHER_EFFECT,2024-02-03 02:00:00.000 +0100,,ACTIVE_OLD,Desviament provisional a la carretera d'Esplugues afectant parades,Desvío provisional a la carretera de Esplugues afectando paradas,Desviament provisional a la carretera d'Esplugues afectant parades,"A partir de dissabte 3 de febrer de 2024 i fins a nou avís, es modifica el recorregut habitual a la carretera d'Esplugues de Cornellà de Llobregat amb l'anul·lació provisional de les parades afectades. Aquesta afectació romandrà vigent tots els caps de setmana i festius en el següent horari: Dissabte a partir de les 8:00 i fins diumenge a les 21:00 hores i festius des de les 08:00 fins a les 21:00 hores. Parades alternatives: -112252 Intercanviador Cornellà Centre -008503 Ctra. d'Esplugues, 14 -008479 <M> Cornellà Centre Les línies seran desviades tal i com s'indica al plànol següent: ","A partir del sábado 3 de febrero de 2024 y hasta nuevo aviso, se modifica el recorrido habitual en la carretera de Esplugues de Cornellà de Llobregat con la anulación provisional de las paradas afectadas. Esta afectación permanecerá vigente todos los fines de semana y festivos en el siguiente horario: Sábado a partir de las 8:00 y hasta el domingo a las 21:00 horas y festivos desde las 08:00 hasta las 21:00 horas. Paradas alternativas: -112252 Intercanviador Cornellà Centre -008503 Ctra. d'Esplugues, 14 -008479 <M> Cornellà Centre Las líneas serán desviadas tal y como se indica en el plano siguiente: ","A partir de dissabte 3 de febrer de 2024 i fins a nou avís, es modifica el recorregut habitual a la carretera d'Esplugues de Cornellà de Llobregat amb l'anul·lació provisional de les parades afectades. Aquesta afectació romandrà vigent tots els caps de setmana i festius en el següent horari: Dissabte a partir de les 8:00 i fins diumenge a les 21:00 hores i festius des de les 08:00 fins a les 21:00 hores. Parades alternatives: -112252 Intercanviador Cornellà Centre -008503 Ctra. d'Esplugues, 14 -008479 <M> Cornellà Centre Les línies seran desviades tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=22243&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=22243&idioma=1,2025-10-15 09:08:04.299 +0200,2025-10-15 09:19:04.096 +0200
702,2025-10-15 09:08:04.355 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209759",DETOUR,2025-09-17 10:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional a l'avinguda Lluís Companys afectant parades,Desvío provisional en la avenida Lluís Companys afectando paradas,Desviament provisional a l'avinguda Lluís Companys afectant parades,"A partir de dimecres 17 de setembre de 2025 i fins a nou avís, es modifica provisionalment el recorregut habitual a l'avinguda Lluís Companys de Castelldefels amb l'anul·lació provisional de les parades afectades. Les línies seran desviades tal com s'indica en el plànol següent: ","A partir del miércoles 17 de septiembre de 2025 y hasta nuevo aviso, se modifica provisionalmente el recorrido habitual en la avenida Lluís Companys de Castelldefels con la anulación provisional de las paradas afectadas. Las líneas serán desviadas tal y como se indica en el plano siguiente: ","A partir de dimecres 17 de setembre de 2025 i fins a nou avís, es modifica provisionalment el recorregut habitual a l'avinguda Lluís Companys de Castelldefels amb l'anul·lació provisional de les parades afectades. Les línies seran desviades tal com s'indica en el plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25828&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25828&idioma=1,2025-10-15 09:08:04.355 +0200,2025-10-15 09:19:04.121 +0200
705,2025-10-15 09:08:04.405 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209765",OTHER_EFFECT,2025-08-03 02:00:00.000 +0200,,ACTIVE_OLD,Parada anul·lada provisionalment a la plaça Molina,Parada anulada provisionalmente en la plaza Molina,Parada anul·lada provisionalment a la plaça Molina,"A partir de dissabte 2 d'agost de 2025 i fins a nou avís, parada Pl. Molina de Barcelona, anul·lada provisionalment. Parada alternativa: - 009191 via Augusta, 107 La línia no veurà alterat el seu recorregut tal com s'indica al plànol següent: ","A partir del sábado 2 de agosto de 2025 y hasta nuevo aviso, parada Pl. Molina de Barcelona, anulada provisionalmente. Parada alternativa: - - 009191 via Augusta, 107 La línea no verá alterado su recorrido tal y como se indica en el siguiente plano: ","A partir de dissabte 2 d'agost de 2025 i fins a nou avís, parada Pl. Molina de Barcelona, anul·lada provisionalment. Parada alternativa: - 009191 via Augusta, 107 La línia no veurà alterat el seu recorregut tal com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25708&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25708&idioma=1,2025-10-15 09:08:04.405 +0200,2025-10-15 09:19:04.156 +0200
706,2025-10-15 09:08:04.417 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209766",OTHER_EFFECT,2025-07-29 04:00:00.000 +0200,,ACTIVE_OLD,Parada anul·lada provisionalment al carrer València,Parada anulada provisionalmente en la calle València,Parada anul·lada provisionalment al carrer València,"A partir de dimarts 29 de juliol de 2025 i fins nou avís, parada València - Entença de Barcelona anul·lada provisionalment. Parada alternativa: - 009190 València, 74 La línia no veurà alterat el seu recorregut habitual tal com es mostra al plànol següent: ","A partir del martes 29 de julio de 2025 y hasta nuevo aviso, parada València - Entença de Barcelona anulada provisionalmente. Parada alternativa: - 009190 València, 74 La línea no verá alterado su recorrido habitual tal y como se muestra en el siguiente plano: ","A partir de dimarts 29 de juliol de 2025 i fins nou avís, parada València - Entença de Barcelona anul·lada provisionalment. Parada alternativa: - 009190 València, 74 La línia no veurà alterat el seu recorregut habitual tal com es mostra al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25674&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25674&idioma=1,2025-10-15 09:08:04.417 +0200,2025-10-15 09:19:04.169 +0200
708,2025-10-15 09:08:04.441 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209770",DETOUR,2025-07-21 11:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional a la plaça Espanya afectant parada,Desvío provisional en Plaça Espanya afectando parada,Desviament provisional a la plaça Espanya afectant parada,"A partir de diluns 21 de juliol de 2025 des de les 07:00 hores i fins nou avís, es modifica provisionalment el recorregut habitual a la plaça Espanya de Barcelona amb l'anul·lació provisional de la parada afectada. Les línies seran desviades tal com s'indica al plànol següent:   ","A partir del lunes 21 de julio de 2025 desde las 07:00 horas y hasta nuevo aviso, se modifica provisionalmente el recorrido habitual en la Plaça Espanya de Barcelona con la anulación provisional de la parada afectada. Las líneas serán desviadas tal y como se indica en el plano siguiente: ","A partir de diluns 21 de juliol de 2025 des de les 07:00 hores i fins nou avís, es modifica provisionalment el recorregut habitual a la plaça Espanya de Barcelona amb l'anul·lació provisional de la parada afectada. Les línies seran desviades tal com s'indica al plànol següent:   ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25624&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25624&idioma=1,2025-10-15 09:08:04.441 +0200,2025-10-15 09:19:04.194 +0200
710,2025-10-15 09:08:04.497 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209773",DETOUR,2025-07-13 09:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer Pere IV afectant parades,Desvío provisional en la calle Pere IV afectando paradas,Desviament provisional al carrer Pere IV afectant parades,"A partir del diumenge 13 de juliol de 2025 des de les 05:00 hores i fins nou avís, es modifica el recorregut habitual al carrer Pere IV de Barcelona amb l’anul·lació provisional de les parades afectades. Parades alternatives: - 000578 Bac de Roda - Bolívia - 000717 Gran Via - Selva de Mar  - 002949 Gran Via - St Martí Provençals  - 000888 Gran Via - Maresme - 003467 Pallars - Bac de Roda - 003881 Pallars - Selva de Mar - 003882 Pallars - Josep Pla - 000469 Rambla Prim-Ferrer Bassa - 000565 Rambla Prim - Bernat Metge Les línies seran desviades tal i com s’indica al plànol següent:   ","A partir del domingo 13 de julio de 2025 desde las 05:00 horas y hasta nuevo aviso, se modifica el recorrido habitual en la calle Pere IV de Barcelona con la anulación provisional de las paradas afectadas. Paradas alternativas: - 000578 Bac de Roda - Bolívia - 000717 Gran Via - Selva de Mar  - 002949 Gran Via - St Martí Provençals  - 000888 Gran Via - Maresme - 003467 Pallars - Bac de Roda - 003881 Pallars - Selva de Mar - 003882 Pallars - Josep Pla - 000469 Rambla Prim-Ferrer Bassa - 000565 Rambla Prim - Bernat Metge Las lineas serán desviadas tal y como se indica en el siguiente plano: ","A partir del diumenge 13 de juliol de 2025 des de les 05:00 hores i fins nou avís, es modifica el recorregut habitual al carrer Pere IV de Barcelona amb l’anul·lació provisional de les parades afectades. Parades alternatives: - 000578 Bac de Roda - Bolívia - 000717 Gran Via - Selva de Mar  - 002949 Gran Via - St Martí Provençals  - 000888 Gran Via - Maresme - 003467 Pallars - Bac de Roda - 003881 Pallars - Selva de Mar - 003882 Pallars - Josep Pla - 000469 Rambla Prim-Ferrer Bassa - 000565 Rambla Prim - Bernat Metge Les línies seran desviades tal i com s’indica al plànol següent:   ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25574&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25574&idioma=1,2025-10-15 09:08:04.497 +0200,2025-10-15 09:19:04.216 +0200
712,2025-10-15 09:08:04.529 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209776",OTHER_EFFECT,2025-06-30 14:15:00.000 +0200,,ACTIVE_OLD,Parada provisional a la carretera Font de l'Alzina,Parada provisional en la carretera Font de l'Alzina,Parada provisional a la carretera Font de l'Alzina,"A partir de dilluns 30 de juny de 2025 i fins a nou avís, s’habilita una parada provisional a la carretera de la Font de l’Alzina de Santa Coloma de Gramenet. Aquesta mesura té com a objectiu millorar el servei de transport i facilitar la mobilitat dels veïns i veïnes afectats per les obres. Parada provisional: - 112593 Font de l'Alzina L'itinerari de les línies no quedarà alterat tal i com s'indica al plànol següent: ","A partir del lunes 30 de junio de 2025 y hasta nuevo aviso, se habilita una parada provisional en la carretera de la Font de l’Alzina de Santa Coloma de Gramenet. Esta medida tiene como objetivo mejorar el servicio de transporte y facilitar la mobilidad de los vecinos y vecinas afectados por las obras. Parada provisional: - 112593 Font de l'Alzina El itinerario de las lineas no quedará alterado tal y como se indica en el siguiente plano: ","A partir de dilluns 30 de juny de 2025 i fins a nou avís, s’habilita una parada provisional a la carretera de la Font de l’Alzina de Santa Coloma de Gramenet. Aquesta mesura té com a objectiu millorar el servei de transport i facilitar la mobilitat dels veïns i veïnes afectats per les obres. Parada provisional: - 112593 Font de l'Alzina L'itinerari de les línies no quedarà alterat tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25526&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25526&idioma=1,2025-10-15 09:08:04.529 +0200,2025-10-15 09:19:04.242 +0200
715,2025-10-15 09:08:04.587 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209780",DETOUR,2025-06-10 10:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer de Sants amb afectació de parades,Desvío provisional por obras en la calle de Sants con afectación de paradas,Desviament provisional al carrer de Sants amb afectació de parades,"A partir del dimarts 10 de juny de 2025 a les 06:00 hores i fins a la tardor de 2026, aproximadament, es modifica el recorregut habitual al carrer Sants de Santa Coloma de Gramenet per obres amb l’anul·lació de les parades afectades. Parades alternatives: 100261 Anselm de Riu - Montseny 100262 Anselm de Riu - Singuerlín 105689 Anselm de Riu - Font de l'Alzina 107387 Font de l'Alzina - Menéndez Pelayo Les linies seran desviades tal i com s'indica al plànol següent: "," A partir del martes 10 de junio de 2025 a las 06:00 horas y hasta otoño de 2026, aproximadamente, se modifica el recorrido habitual en la calle Sants por obras con la anulación de las paradas afectadas. Paradas alternativas: 100261 Anselm de Riu - Montseny 100262 Anselm de Riu - Singuerlín 105689 Anselm de Riu - Font de l'Alzina 107387 Font de l'Alzina - Menéndez Pelayo Las líneas quedarán desviadas tal y como se indica en el siguiente plano:       ","A partir del dimarts 10 de juny de 2025 a les 06:00 hores i fins a la tardor de 2026, aproximadament, es modifica el recorregut habitual al carrer Sants de Santa Coloma de Gramenet per obres amb l’anul·lació de les parades afectades. Parades alternatives: 100261 Anselm de Riu - Montseny 100262 Anselm de Riu - Singuerlín 105689 Anselm de Riu - Font de l'Alzina 107387 Font de l'Alzina - Menéndez Pelayo Les linies seran desviades tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25393&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25393&idioma=1,2025-10-15 09:08:04.587 +0200,2025-10-15 09:19:04.273 +0200
716,2025-10-15 09:08:04.615 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209783",OTHER_EFFECT,2025-04-29 02:00:00.000 +0200,,ACTIVE_OLD,Parades anul·lades provisionalment a l'avinguda Meridiana,Paradas anuladas provisionalmente en la avenida Meridiana,Parades anul·lades provisionalment a l'avinguda Meridiana,"A partir de dilluns 28 d’abril de 2025 i fins nou avis, s'anul·len provisionalment les parades Meridiana – Escòcia, Meridiana - Riera d'Horta, Meridiana - Cardenal Tedeschini i Meridiana - La Sagrera de Barcelona. Parades alternatives: - 009977 Meridiana, 367 - 009978 Meridiana, 323 - 009392 Av. Meridiana, 277 - 009650 Fabra i Puig - 009980 Meridiana, 320 - 009979 Meridiana, 298 L'itinerari de les linies no quedarà alterat tal i com s'indica al plànol següent: ","A partir del lunes 28 de abril de 2025 y hasta nuevo aviso, se anulan provisionalmente las paradas Meridiana – Escòcia, Meridiana - Riera d'Horta, Meridiana - Cardenal Tedeschini i Meridiana - La Sagrera de Barcelona. Paradas alternativas: - 009977 Meridiana, 367 - 009978 Meridiana, 323 - 009392 Av. Meridiana, 277 - 009650 Fabra i Puig - 009980 Meridiana, 320 - 009979 Meridiana, 298 El itinerario de las lineas no quedará alterado tal y como se indica en el siguiente plano: ","A partir de dilluns 28 d’abril de 2025 i fins nou avis, s'anul·len provisionalment les parades Meridiana – Escòcia, Meridiana - Riera d'Horta, Meridiana - Cardenal Tedeschini i Meridiana - La Sagrera de Barcelona. Parades alternatives: - 009977 Meridiana, 367 - 009978 Meridiana, 323 - 009392 Av. Meridiana, 277 - 009650 Fabra i Puig - 009980 Meridiana, 320 - 009979 Meridiana, 298 L'itinerari de les linies no quedarà alterat tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25144&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25144&idioma=1,2025-10-15 09:08:04.615 +0200,2025-10-15 09:19:04.298 +0200
718,2025-10-15 09:08:04.675 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209785",DETOUR,2025-04-22 04:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer Mare de Déu del Coll afectant parades,Desvío provisional en la calle Mare de Déu del Coll afectando paradas,Desviament provisional al carrer Mare de Déu del Coll afectant parades,"A partir de dimarts 22 d'abril de 2025 i fns a nou avís, es modifica el recorregut habitual al carrer Mare de Déu del Coll de Barcelona amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 002848 Sant Eudald - Mora d'Ebre - 002849 Sant Eudald - Pl Mons - 000022 Av República Argentina - Vallcarca - 001119 Av República Argentina - Escipió La línia serà desviada tal i com s'indica al plànol següent: ","A partir del martes 22 de abril de 2025 y hasta nuevo aviso, se modifica el recorrido habitual en la calle Mare de Déu del Coll de Barcelona con la anulación provisional de las paradas afectadas. Paradas alternativas: - 002848 Sant Eudald - Mora d'Ebre - 002849 Sant Eudald - Pl Mons - 000022 Av República Argentina - Vallcarca - 001119 Av República Argentina - Escipió La linea será desviada tal y como se indica en el siguiente plano: ","A partir de dimarts 22 d'abril de 2025 i fns a nou avís, es modifica el recorregut habitual al carrer Mare de Déu del Coll de Barcelona amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 002848 Sant Eudald - Mora d'Ebre - 002849 Sant Eudald - Pl Mons - 000022 Av República Argentina - Vallcarca - 001119 Av República Argentina - Escipió La línia serà desviada tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25096&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25096&idioma=1,2025-10-15 09:08:04.675 +0200,2025-10-15 09:19:04.323 +0200
722,2025-10-15 09:08:04.757 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209792",DETOUR,2025-02-23 01:00:00.000 +0100,,ACTIVE_OLD,Desviament provisional al carrer Comte d'Urgell afectant parades,Desvío provisional en la calle Comte d'Urgell afectando paradas,Desviament provisional al carrer Comte d'Urgell afectant parades,"A partir de dissabte 22 de febrer de 2025 des de les 23:00 hores i fins a nou avís, es modifica el recorregut habitual al carrer Comte d'Urgell de Barcelona amb l'anul·lació provisional de les parades afectades. Parada alternativa: - 000814 Villarroel - Buenos Aires La linia serà desviada tal i com s'indica al plànol següent: ","A partir del sábado 22 de febrero de 2025 desde las 23:00 horas y hasta nuevo aviso, se modifica el recorrido habitual en la calle Comte d'Urgell de Barcelona con la anulación provisional de las paradas afectadas. Parada alternativa: - 000814 Villarroel - Buenos Aires La linea será desviada tal y como se indica en el siguiente plano: ","A partir de dissabte 22 de febrer de 2025 des de les 23:00 hores i fins a nou avís, es modifica el recorregut habitual al carrer Comte d'Urgell de Barcelona amb l'anul·lació provisional de les parades afectades. Parada alternativa: - 000814 Villarroel - Buenos Aires La linia serà desviada tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24694&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24694&idioma=1,2025-10-15 09:08:04.757 +0200,2025-10-15 09:19:04.356 +0200
