"id","download_timestamp","api_timestamp","gtfs_version","incrementality","alert_id","effect","active_start","active_end","status","header_cat","header_es","header_en","description_cat","description_es","description_en","url_cat","url_es","url_en","created_at","updated_at"
727,2025-10-15 09:08:04.869 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209799",DETOUR,2025-01-20 01:00:00.000 +0100,,ACTIVE_OLD,Desviament provisional al carrer Comte Urgell afectant parades,Desvío provisional en la calle Comte Urgell afectando paradas,Desviament provisional al carrer Comte Urgell afectant parades,"A partir del diumenge 19 de gener de 2025 a les 23:00 i fins a nou avís, es modifica el recorregut habitual al carrer Comte Urgell de Barcelona amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 000138 València - Comte d'Urgell - 000214 Casanova - Hospital Clínic  - 001466 Còrsega - Hospital Clínic  La línia serà desviada tal i com s'indica al plànol següent: ","A partir del domingo 19 de enero de 2025 a las 23:00 y hasta nuevo aviso, se modifica el recorrido habitual en la calle Comte Urgell de Barcelona con la anulación provisional de las paradas afectadas. Paradas alternativas: - 000138 València - Comte d'Urgell - 000214 Casanova - Hospital Clínic  - 001466 Còrsega - Hospital Clínic  La linea será desviada tal y como se indica en el siguiente plano: ","A partir del diumenge 19 de gener de 2025 a les 23:00 i fins a nou avís, es modifica el recorregut habitual al carrer Comte Urgell de Barcelona amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 000138 València - Comte d'Urgell - 000214 Casanova - Hospital Clínic  - 001466 Còrsega - Hospital Clínic  La línia serà desviada tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24543&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24543&idioma=1,2025-10-15 09:08:04.869 +0200,2025-10-15 09:19:04.435 +0200
728,2025-10-15 09:08:04.885 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209800",MODIFIED_SERVICE,2025-01-01 02:00:00.000 +0100,,ACTIVE_OLD,Servei als instituts Les Marines i Josep Lluís Sert,Servicio a los institutos Les Marines y Josep Lluís Sert,Servei als instituts Les Marines i Josep Lluís Sert,La parada 110486 Instituts Les Marines - Sert El Poal només es realitza de dilluns a divendres lectiu en les expedicions amb sortida de Castelldefels a les 07:48 i de Barcelona a les 14:18. De dilluns a divendres lectiu l'expedició amb sortida de Barcelona a les 14:18 realitza la parada 110487 Antic Camí Ral de València enlloc de la 110063 Plaça Barona. ,La parada 110486 Instituts Les Marines - Sert solo se realiza de lunes a viernes lectivo en las expediciones con salida de Castelldefels a las 07:48 y de Barcelona a las 14:18. De lunes a viernes lectivo la expedición con salida de Barcelona a las 14:18 realiza la parada 110487 Antic Camí Ral de València en vez de la 110063 Plaça Barona. ,La parada 110486 Instituts Les Marines - Sert El Poal només es realitza de dilluns a divendres lectiu en les expedicions amb sortida de Castelldefels a les 07:48 i de Barcelona a les 14:18. De dilluns a divendres lectiu l'expedició amb sortida de Barcelona a les 14:18 realitza la parada 110487 Antic Camí Ral de València enlloc de la 110063 Plaça Barona. ,"",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25189&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25189&idioma=1,2025-10-15 09:08:04.885 +0200,2025-10-15 09:19:04.447 +0200
733,2025-10-15 09:08:04.985 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209815",DETOUR,2023-05-19 04:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional a la carretera Sànson sense afectació a parades,Desvío provisional en la carretera Sànson sin afectación en paradas,Desviament provisional a la carretera Sànson sense afectació a parades,"A partir de divendres 19 de maig de 2023 i fins a nou avís, es modifica provisionalment el recorregut habitual a la carretera Sànson de Sant Feliu de Llobregat. Cap parada queda anul·lada ni s'habiliten parades alternatives. La línia serà desviada tal i com s'indica en el plànol següent: ","A partir del viernes 19 de mayo de 2023 y hasta nuevo aviso, se modifica provisionalmente el recorrido habitual en la carretera Sànson de Sant Feliu de Llobregat. Ninguna parada queda anulada ni se habilitan paradas alternativas. La línea será desviada tal y como se indica en el mapa siguiente: ","A partir de divendres 19 de maig de 2023 i fins a nou avís, es modifica provisionalment el recorregut habitual a la carretera Sànson de Sant Feliu de Llobregat. Cap parada queda anul·lada ni s'habiliten parades alternatives. La línia serà desviada tal i com s'indica en el plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=20849&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=20849&idioma=1,2025-10-15 09:08:04.985 +0200,2025-10-15 09:19:04.505 +0200
739,2025-10-15 09:08:05.065 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209769",DETOUR,2025-07-21 11:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional a la plaça Espanya afectant parada,Desvío provisional en la Plaça Espanya afectando parada,Desviament provisional a la plaça Espanya afectant parada,"A partir de dilluns 21 de juliol de 2025 des de les 07:00 hores i fins nou avís, es modifica el recorregut habitual a la plaça Espanya de Barcelona amb l'anul·lació provisional de la parada afectada Les línies seran desviades tal com s'indica al plànol següent: ","A partir del lunes 21 de juliol de 2025 desde las 07:00 horas y hasta nuevo aviso, se modifica el recorrido habitual en la Plaça Espanya de Barcelona con la anulación provisional de la parada afectada. Las líneas seran desviadas tal como se indica en el siguiente plano: ","A partir de dilluns 21 de juliol de 2025 des de les 07:00 hores i fins nou avís, es modifica el recorregut habitual a la plaça Espanya de Barcelona amb l'anul·lació provisional de la parada afectada Les línies seran desviades tal com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25630&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25630&idioma=1,2025-10-15 09:08:05.065 +0200,2025-10-15 09:19:04.575 +0200
741,2025-10-15 09:08:05.105 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209778",DETOUR,2025-06-18 12:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer Bonaventura Calopa afectant parades,Desvío provisional en la calle Bonaventura Calopa afectando paradas,Desviament provisional al carrer Bonaventura Calopa afectant parades,"A partir de dimecres 18 de juny de 2025 des de les 08:00 hores i fins a nou avís, es modifica el recorregut habitual al carrer Bonaventura Calopa de Sant Boi de Llobregat amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 100773 Av. Maria Girona - Sta. Creu de Calafell - 100774 Av. Maria Girona - Hospital - 101383 Institut Itaca Les línies seran desviades tal i com s'indica al plànol següent: ","A partir del miércoles 18 de junio de 2025 desde las 08:00 horas y hasta nuevo aviso, se modifica el recorrido habitual en la calle Bonaventura Calopa de Sant Boi de Llobregat con la anulación provisional de las paradas afectadas. Paradas alternativas: - 100773 Av. Maria Girona - Sta. Creu de Calafell - 100774 Av. Maria Girona - Hospital - 101383 Institut Itaca Las lineas serán desviadas tal y como se indica en el siguiente plano: ","A partir de dimecres 18 de juny de 2025 des de les 08:00 hores i fins a nou avís, es modifica el recorregut habitual al carrer Bonaventura Calopa de Sant Boi de Llobregat amb l'anul·lació provisional de les parades afectades. Parades alternatives: - 100773 Av. Maria Girona - Sta. Creu de Calafell - 100774 Av. Maria Girona - Hospital - 101383 Institut Itaca Les línies seran desviades tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25444&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25444&idioma=1,2025-10-15 09:08:05.105 +0200,2025-10-15 09:19:04.599 +0200
744,2025-10-15 09:08:05.169 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209787",DETOUR,2025-04-01 12:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer Pirineu afectant parades,Desvío provisional en la calle Pirineu afectando paradas,Desviament provisional al carrer Pirineu afectant parades,"A partir de dimarts 1 d'abril de 2025 i fins a nou avís, es modifica provisionalment el recorregut habitual al carrer Pirineu de Castellbisbal amb l'anul·lació provisional de les parades afectades. Parada alternativa: - 201430 Panadella - Pirineu La línia serà desviada tal i com s'indica al plànol següent: ","A partir del martes 1 de abril de 2025 y hasta nuevo aviso, se modifica provisionalmente el recorrido habitual en la calle Pirineu de Castellbisbal con la anulación provisional de las paradas afectadas. Parada alternativa: - 201430 Panadella - Pirineu La linea será desviada tal y como se indica en el siguiente plano: : ","A partir de dimarts 1 d'abril de 2025 i fins a nou avís, es modifica provisionalment el recorregut habitual al carrer Pirineu de Castellbisbal amb l'anul·lació provisional de les parades afectades. Parada alternativa: - 201430 Panadella - Pirineu La línia serà desviada tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25079&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25079&idioma=1,2025-10-15 09:08:05.169 +0200,2025-10-15 09:19:04.635 +0200
745,2025-10-15 09:08:05.177 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209789",DETOUR,2025-03-04 07:00:00.000 +0100,,ACTIVE_OLD,Desviament provisional al carrer Enric Borràs afectant parades,Desvío provisional en la calle Enric Borràs afectando paradas,Desviament provisional al carrer Enric Borràs afectant parades,"A partir de dimarts 4 de març de 2025 a les 05:00 i fins a nou avís,  es modifica el recorregut habitual al carrer Enric Borràs del Prat de Llobregat amb l’anul·lació provisional de les parades afectades. Parades alternatives: - 003489 Institut Illa dels Banyols - 003490 Les Moreres - Ignasi Iglésias Les línies seran desviades tal i com s'indica al plànol següent: ","A partir del martes 4 de marzo de 2025 a las 05:00 y hasta nuevo aviso, se modifica el recorrido habitual en la calle Enric Borràs del Prat de Llobregat con la anulación provisional de las paradas afectadas. Paradas alternativas: - 003489 Institut Illa dels Banyols - 003490 Les Moreres - Ignasi Iglésias Las lineas serán desviadas tal y como se indica en el siguiente plano: ","A partir de dimarts 4 de març de 2025 a les 05:00 i fins a nou avís,  es modifica el recorregut habitual al carrer Enric Borràs del Prat de Llobregat amb l’anul·lació provisional de les parades afectades. Parades alternatives: - 003489 Institut Illa dels Banyols - 003490 Les Moreres - Ignasi Iglésias Les línies seran desviades tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24795&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=24795&idioma=1,2025-10-15 09:08:05.177 +0200,2025-10-15 09:19:04.644 +0200
764,2025-10-15 09:08:05.683 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209918",OTHER_EFFECT,2025-10-09 08:00:00.000 +0200,2025-10-22 04:00:00.000 +0200,ACTIVE,Parada anul·lada definitivament a l'avinguda Carrilet,Parada anulada definitivamente en la avenida Carrilet,Parada anul·lada definitivament a l'avinguda Carrilet,A partir de dijous 9 d'octubre de 2025 des del primer servei s'anul·la definitivament la parada 003717 Av. Carrilet - Ciutat de la Justícia de l'Hospitalet de Llobregat. Nova parada alternativa definitiva: - 003938 - Ciutat de la Justícia L'itinerari de la línia no quedará afectat tal i com s'indica al plànol següent: ,A partir del jueves 9 de octubre de 2025 desde el primer servicio se anula definitivamente la parada 003717 Av. Carrilet - Ciutat de la Justícia de l'Hospitalet de Llobregat. Nueva parada alternativa definitiva: - 003938 - Ciutat de la Justícia El itinerario de la linea no quedará afectado tal y como se indica en el siguiente plano: ,A partir de dijous 9 d'octubre de 2025 des del primer servei s'anul·la definitivament la parada 003717 Av. Carrilet - Ciutat de la Justícia de l'Hospitalet de Llobregat. Nova parada alternativa definitiva: - 003938 - Ciutat de la Justícia L'itinerari de la línia no quedará afectat tal i com s'indica al plànol següent: ,"",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25971&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25971&idioma=1,2025-10-15 09:08:05.683 +0200,2025-10-15 09:19:04.857 +0200
749,2025-10-15 09:08:05.233 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209801",MODIFIED_SERVICE,2025-01-01 02:00:00.000 +0100,,ACTIVE_OLD,Servei a la zona escolar de Ca n'Aimeric,Servicio en la zona escolar de Ca n'Aimeric,Servei a la zona escolar de Ca n'Aimeric,"La parada 109576 Ca n'Aimeric sentit El Poal només es realitza de dilluns a divendres lectiu (a l'estiu, lectiu fins el 15 de juliol) en les expedicions amb sortida de Barcelona a les 07:30, 07:50, 11:15, 14:00, 14:15, 15:30, 15:45 i 16:45. La parada 109575 Ca n'Aimeric sentit Barcelona només es realitza de dilluns a divendres lectiu (a l'estiu, lectiu fins el 15 de juliol) en les expedicions amb sortida de Castelldefels a les 08:15, 08:45, 09:30, 12:30, 15:00, 15:30, 16:30 i 18:00. ","La parada 109576 Ca n'Aimeric sentit El Poal solo se realiza de lunes a viernes lectivo (en verano, lectivo hasta el 15 de julio) en las expediciones con salida de Barcelona a las 07:30, 07:50, 11:15, 14:00, 14:15, 15:30, 15:45 y 16:45. La parada 109575 Ca n'Aimeric sentit Barcelona solo se realiza de lunes a viernes lectivo (en verano, lectivo hasta el 15 de julio) en las expediciones con salida de Castelldefels a las 08:15, 08:45, 09:30, 12:30, 15:00, 15:30, 16:30 y 18:00. ","La parada 109576 Ca n'Aimeric sentit El Poal només es realitza de dilluns a divendres lectiu (a l'estiu, lectiu fins el 15 de juliol) en les expedicions amb sortida de Barcelona a les 07:30, 07:50, 11:15, 14:00, 14:15, 15:30, 15:45 i 16:45. La parada 109575 Ca n'Aimeric sentit Barcelona només es realitza de dilluns a divendres lectiu (a l'estiu, lectiu fins el 15 de juliol) en les expedicions amb sortida de Castelldefels a les 08:15, 08:45, 09:30, 12:30, 15:00, 15:30, 16:30 i 18:00. ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25188&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25188&idioma=1,2025-10-15 09:08:05.233 +0200,2025-10-15 09:19:04.695 +0200
755,2025-10-15 09:08:05.391 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209819",DETOUR,2020-06-20 12:00:00.000 +0200,,ACTIVE_OLD,Tall provisional a la carretera d'Esplugues,Corte provisional en la carretera de Esplugues,Tall provisional a la carretera d'Esplugues,"A partir de dissabte 20 de juny de 2020 i fins a nou avís, es modifica el recorregut habitual a la carretera d'Esplugues de Cornellà de Llobregat amb l'anul·lació provisional de les parades afectades. Aquesta afectació romandrà vigent tots els caps de setmana i festius en el següent horari: Dissabte a partir de les 8:00 i fins diumenge a les 21:00 hores i festius des de les 08:00 fins a les 21:00 hores. Parades alternatives: - 000358 Av dels Alps - Ctra d'Esplugues - 003122 Ctra d'Esplugues - Catalunya - 008479 <M> Cornellà Centre Les línies seran desviades tal i com s'indica al plànol següent: ","A partir del sábado 20 de junio de 2020 y hasta nuevo aviso, se modifica el recorrido habitual en la carretera d'Esplugues de Cornellà de Llobregat con la anulación provisional de las paradas afectadas. Esta afectación permanecerá vigente todos los fines de semana y festivos en el siguiente horario: Sábado a partir de las 8:00 horas y hasta el domingo a las 21:00 horas y festivos desde las 8:00 horas y hasta las 21:00 horas. Paradas alternativas: - 000358 Av dels Alps - Ctra d'Esplugues - 003122 Ctra d'Esplugues - Catalunya - 008479 <M> Cornellà Centre Las lineas serán desviadas tal y como se indica en el siguiente plano:     ","A partir de dissabte 20 de juny de 2020 i fins a nou avís, es modifica el recorregut habitual a la carretera d'Esplugues de Cornellà de Llobregat amb l'anul·lació provisional de les parades afectades. Aquesta afectació romandrà vigent tots els caps de setmana i festius en el següent horari: Dissabte a partir de les 8:00 i fins diumenge a les 21:00 hores i festius des de les 08:00 fins a les 21:00 hores. Parades alternatives: - 000358 Av dels Alps - Ctra d'Esplugues - 003122 Ctra d'Esplugues - Catalunya - 008479 <M> Cornellà Centre Les línies seran desviades tal i com s'indica al plànol següent: ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=13513&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=13513&idioma=1,2025-10-15 09:08:05.391 +0200,2025-10-15 09:19:04.750 +0200
758,2025-10-15 09:08:05.456 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209862",DETOUR,2025-10-07 04:00:00.000 +0200,,ACTIVE_OLD,Desviament provisional al carrer Juan Valera afectant parades,Desvío provisional en la calle Juan Valera afectando paradas,Desviament provisional al carrer Juan Valera afectant parades,"A partir del dimarts 7 d’octubre de 2025 i fins a nou avís, es modifica el recorregut habitual al carrer de Juan Valera de Badalona amb l’anul·lació provisional de les parades afectades. Parades alternatives: - 106952 Sant Bartomeu - 105937 Sant Antoni de Llefià - Dr. Bassols La línia serà desviada tal i com s'indica al plànol següent:   ","A partir del martes 7 de octubre de 2025 y hasta nuevo aviso, se modifica el recorrido habitual en la calle Juan Valera de Badalona con la anulación provisional de las paradas afectadas. Paradas alternativas: - 106952 Sant Bartomeu - 105937 Sant Antoni de Llefià - Dr. Bassols La línea será desviada tal y como se indica en el plano siguiente: ","A partir del dimarts 7 d’octubre de 2025 i fins a nou avís, es modifica el recorregut habitual al carrer de Juan Valera de Badalona amb l’anul·lació provisional de les parades afectades. Parades alternatives: - 106952 Sant Bartomeu - 105937 Sant Antoni de Llefià - Dr. Bassols La línia serà desviada tal i com s'indica al plànol següent:   ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25948&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25948&idioma=1,2025-10-15 09:08:05.456 +0200,2025-10-15 09:19:04.784 +0200
759,2025-10-15 09:08:05.485 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209972",OTHER_EFFECT,2025-01-01 02:00:00.000 +0100,,ACTIVE_OLD,Parades d'origen i final de recorregut,Parades d'origen i final de recorregut,Parades d'origen i final de recorregut,"Al barri de la Sentiu, la línia GA1 realitza la regulació horària a la parada 109880 Plaça La Sentiu, però en sentit La Sentiu les usuàries poden seguir el seu recorregut fins a la parada 110040 Floresta - Can Llong sense haver de tornar a validar el seu bitllet. Al barri de Gavà Mar, les línies GA1 i GA2 realitzen la regulació horària a la parada 106471 Av. Europa - Premià, però en sentit Gavà Mar el recorregut finalitza a la parada 105624 Av. Europa - Begur i en sentit La Sentiu/Ca n'Espinós es pot pujar a partir de la parada 100522 Av. Europa - Av. del Mar. ","Al barri de la Sentiu, la línia GA1 realitza la regulació horària a la parada 109880 Plaça La Sentiu, però en sentit La Sentiu les usuàries poden seguir el seu recorregut fins a la parada 110040 Floresta - Can Llong sense haver de tornar a validar el seu bitllet. Al barri de Gavà Mar, les línies GA1 i GA2 realitzen la regulació horària a la parada 106471 Av. Europa - Premià, però en sentit Gavà Mar el recorregut finalitza a la parada 105624 Av. Europa - Begur i en sentit La Sentiu/Ca n'Espinós es pot pujar a partir de la parada 100522 Av. Europa - Av. del Mar. ","Al barri de la Sentiu, la línia GA1 realitza la regulació horària a la parada 109880 Plaça La Sentiu, però en sentit La Sentiu les usuàries poden seguir el seu recorregut fins a la parada 110040 Floresta - Can Llong sense haver de tornar a validar el seu bitllet. Al barri de Gavà Mar, les línies GA1 i GA2 realitzen la regulació horària a la parada 106471 Av. Europa - Premià, però en sentit Gavà Mar el recorregut finalitza a la parada 105624 Av. Europa - Begur i en sentit La Sentiu/Ca n'Espinós es pot pujar a partir de la parada 100522 Av. Europa - Av. del Mar. ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25997&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25997&idioma=1,2025-10-15 09:08:05.485 +0200,2025-10-15 09:19:04.808 +0200
769,2025-10-15 09:08:05.775 +0200,2025-10-15 11:07:08.000 +0200,"2.0",FULL_DATASET,"209974",OTHER_EFFECT,2025-01-01 02:00:00.000 +0100,,ACTIVE_OLD,Parades d'origen i final de recorregut,Parades d'origen i final de recorregut,Parades d'origen i final de recorregut,"Al barri de Finestrelles, la línia EP1 realitza la regulació horària a la parada 109075 Prof. Barraquer - Hospital Sant Joan de Déu, però en sentit Hospital Sant Joan de Déu les usuàries poden seguir el seu recorregut fins a la parada 106373 Escola Isabel de Villena, i en sentit La Miranda poden pujar ja a la parada 003725 Av. d'Ahrensburg - Av. Jacint Esteva Fontanet, sense haver de tornar a validar el seu bitllet a la parada de regulació. ","Al barri de Finestrelles, la línia EP1 realitza la regulació horària a la parada 109075 Prof. Barraquer - Hospital Sant Joan de Déu, però en sentit Hospital Sant Joan de Déu les usuàries poden seguir el seu recorregut fins a la parada 106373 Escola Isabel de Villena, i en sentit La Miranda poden pujar ja a la parada 003725 Av. d'Ahrensburg - Av. Jacint Esteva Fontanet, sense haver de tornar a validar el seu bitllet a la parada de regulació. ","Al barri de Finestrelles, la línia EP1 realitza la regulació horària a la parada 109075 Prof. Barraquer - Hospital Sant Joan de Déu, però en sentit Hospital Sant Joan de Déu les usuàries poden seguir el seu recorregut fins a la parada 106373 Escola Isabel de Villena, i en sentit La Miranda poden pujar ja a la parada 003725 Av. d'Ahrensburg - Av. Jacint Esteva Fontanet, sense haver de tornar a validar el seu bitllet a la parada de regulació. ","",http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25998&idioma=1,http://www.ambmobilitat.cat/Principales/Noticia.aspx?incidencia=25998&idioma=1,2025-10-15 09:08:05.775 +0200,2025-10-15 09:19:04.914 +0200
